68244_H3K4me1_Ren_sort_peaks.narrowPeak.gz	68115_EP300_Ren_sort_peaks.narrowPeak.gz	54499_H3K27ac_sort_peaks.narrowPeak.gz	62993_H3K27ac_sort_peaks.narrowPeak.gz	60947_H3K4me2_sort_peaks.narrowPeak.gz	5097_HOXC9_sort_peaks.narrowPeak.gz	55119_SOX2_sort_peaks.narrowPeak.gz	5060_OLIG2_sort_peaks.narrowPeak.gz	54562_H3K27ac_sort_peaks.narrowPeak.gz	53322_H3K4me1_sort_peaks.narrowPeak.gz	56691_POLII_sort_peaks.narrowPeak.gz	61702_H3K9ac_sort_peaks.narrowPeak.gz	61864_H3K27ac_sort_peaks.narrowPeak.gz	54525_H3K27ac_sort_peaks.narrowPeak.gz	53421_H3K4me1_sort_peaks.narrowPeak.gz	1545_DNase_sort_peaks.narrowPeak.gz	58242_SPI1_sort_peaks.narrowPeak.gz	58256_SPI1_sort_peaks.narrowPeak.gz	1932_EP300_sort_peaks.narrowPeak.gz	58318_DNase_sort_peaks.narrowPeak.gz	58262_SPI1_sort_peaks.narrowPeak.gz	1491_DNase_sort_peaks.narrowPeak.gz
hg19,chr5,158227696,158229500	0.0	0.0	5.92379	0.0	0.0	16.79686	0.0	0.0	6.25166	11.54161	0.0	0.0	0.0	0.0	4.70296	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr18,23283479,23284795	0.0	0.0	0.0	0.0	0.0	174.85098	10.94077	15.68379	0.0	0.0	0.0	0.0	0.0	0.0	13.41441	0.0	0.0	0.0	0.0	0.0	6.12901	0.0
hg19,chr1,39248757,39250129	0.0	0.0	6.88795	9.96604	13.98155	0.0	0.0	0.0	0.0	8.77852	0.0	0.0	0.0	0.0	8.51668	0.0	34.87129	0.0	0.0	26.68825	5.97433	23.93274
hg19,chr2,104648312,104650249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.48293	0.0	11.32102	16.06949	13.40953	15.27689
hg19,chr18,76070697,76071834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,60855056,60856888	0.0	0.0	0.0	0.0	0.0	4.22115	0.0	0.0	0.0	3.54978	0.0	0.0	0.0	0.0	0.0	0.0	11.87218	0.0	0.0	0.0	23.76821	0.0
hg19,chr2,59303870,59305029	0.0	0.0	12.47244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.92006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,164668592,164669823	5.18149	0.0	26.26241	0.0	0.0	0.0	0.0	0.0	0.0	10.82979	0.0	0.0	0.0	10.40912	0.0	0.0	0.0	5.37146	0.0	0.0	8.20014	0.0
hg19,chr6,41436815,41438024	0.0	0.0	0.0	0.0	0.0	54.58349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.13322	0.0	56.61761	0.0	0.0	14.43896	0.0	0.0
hg19,chr5,92426546,92428433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55113	0.0	0.0	6.11722	0.0	6.96624	8.81611	11.35075
hg19,chr2,104285458,104286792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.21517	0.0
hg19,chr7,21019551,21021200	0.0	0.0	0.0	0.0	10.15153	43.26284	0.0	0.0	0.0	12.09409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr3,71573607,71574540	0.0	0.0	0.0	0.0	6.41916	231.2394	9.97826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.03599	5.15206	0.0	28.9728	0.0	0.0
hg19,chr14,57419008,57421445	0.0	0.0	0.0	0.0	3.55401	0.0	0.0	0.0	0.0	13.91236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.37017	0.0
hg19,chr14,53833457,53836210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.12049	9.09556	0.0	2.92227	0.0	0.0
hg19,chr2,58859997,58861674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr5,92219848,92221133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57406	0.0	0.0	0.0	0.0	0.0	13.4224	0.0
hg19,chr2,59203217,59204548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9205	0.0	10.72305	0.0	0.0	8.66656	0.0	0.0
hg19,chr5,92035493,92036961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.1421	0.0
hg19,chr1,163359231,163360494	0.0	0.0	0.0	0.0	0.0	12.49001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr6,98831075,98833042	0.0	0.0	0.0	0.0	0.0	48.10167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9264	0.0	0.0	0.0	0.0	0.0	26.71644	47.9258
hg19,chr3,71253670,71255013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,88025863,88027203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.62197	0.0	0.0	0.0	0.0	5.68942	0.0	0.0	6.63084	0.0	0.0	13.2432	14.68405
hg19,chr5,91828131,91829295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41225	0.0	0.0	0.0	0.0	0.0	0.0	4.38776	23.07686	0.0	0.0	0.0	0.0
hg19,chr9,82590314,82593174	10.51874	0.0	0.0	0.0	0.0	14.00705	0.0	0.0	0.0	6.41055	0.0	0.0	4.29505	0.0	6.4884	0.0	42.08941	4.43847	0.0	22.14349	20.37665	10.78507
hg19,chr2,60005531,60007545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6901	0.0	0.0	0.0	0.0	0.0
hg19,chr14,36973775,36974585	0.0	0.0	5.12354	0.0	8.99653	3.46338	8.20891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,114055419,114056748	0.0	0.0	34.53782	5.14061	5.46042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15448	0.0	0.0
hg19,chr14,29743374,29745881	0.0	0.0	4.43385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.40384	10.20926	14.66008
hg19,chr18,22235986,22237388	0.0	0.0	0.0	0.0	0.0	48.27909	0.0	23.43557	4.62197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84077	0.0	0.0	48.73862	22.43898	7.69805
hg19,chr5,92526066,92527353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.39393	0.0	0.0	0.0	0.0	0.0	0.0	8.36755	0.0	0.0	0.0	0.0	0.0	13.99758	15.18104
hg19,chr5,92634702,92636476	0.0	0.0	7.83586	0.0	4.79231	42.90349	0.0	0.0	0.0	15.79608	0.0	0.0	77.07085	0.0	7.88841	0.0	73.94529	0.0	11.28869	3.19049	40.96696	32.24704
hg19,chr3,147378547,147380603	0.0	0.0	0.0	0.0	0.0	7.58428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51734	0.0
hg19,chr2,58748340,58750140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.53081	0.0	0.0	0.0	0.0	3.31234	0.0	21.91854	0.0	0.0	6.33856	4.84276	6.48159
hg19,chr6,19976157,19977513	0.0	0.0	9.94451	0.0	5.65821	23.67316	0.0	0.0	0.0	7.04324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9333	19.07421
hg19,chr2,60794812,60796264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.09328	0.0	9.03955	0.0	0.0	0.0	0.0	6.08285	0.0	0.0	7.75602	0.0	0.0	5.84605	0.0
hg19,chr2,105300344,105301657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87515	0.0	0.0	0.0	0.0	0.0
hg19,chr15,37347604,37349955	0.0	0.0	64.08376	0.0	0.0	6.25258	19.77461	59.86949	0.0	12.98482	0.0	4.65215	128.85239	11.43758	12.70529	0.0	8.36822	23.0274	0.0	4.65864	8.11722	19.4243
hg19,chr1,38656780,38657626	0.0	0.0	0.0	0.0	0.0	82.00422	0.0	0.0	0.0	12.84807	0.0	0.0	0.0	0.0	4.53489	0.0	62.35271	30.55439	0.0	34.66635	7.87159	0.0
hg19,chr18,22616831,22618682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17322	8.4254	0.0	0.0	0.0	0.0	10.988	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,59178992,59180242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.16909
hg19,chr9,82266057,82267053	0.0	0.0	0.0	0.0	15.10914	65.30624	0.0	6.73474	0.0	15.46893	0.0	0.0	21.85704	0.0	0.0	0.0	35.92582	0.0	0.0	19.19238	29.6003	10.56037
hg19,chr3,147393021,147394349	0.0	0.0	0.0	0.0	0.0	73.61941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,163507965,163509139	0.0	0.0	0.0	0.0	0.0	6.33159	0.0	0.0	8.33986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.09643	0.0	0.0	17.43904	16.96142	0.0
hg19,chr18,75569573,75570862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.30617	0.0	9.47994	0.0	0.0	0.0	0.0	0.0	0.0	47.29457	0.0	0.0	37.0646	47.45932	34.98785
hg19,chr5,50390899,50392257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.19254	0.0	0.0	0.0	12.53868	0.0	35.90764	18.21054
hg19,chr21,34290782,34292115	0.0	0.0	8.29443	0.0	0.0	63.6862	0.0	14.39701	0.0	32.37592	0.0	0.0	8.99022	0.0	10.23969	0.0	0.0	0.0	0.0	4.58756	43.70646	48.65904
hg19,chr6,108437243,108438452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.13732	0.0	0.0	0.0	0.0	0.0	0.0	8.29258	0.0	0.0	10.64788	0.0	0.0
hg19,chr1,164805507,164806794	0.0	0.0	2.05462	0.0	0.0	126.63279	0.0	0.0	0.0	3.91381	0.0	5.61951	0.0	6.24563	6.2045	4.81642	0.0	58.24052	0.0	0.0	0.0	3.90697
hg19,chr7,114463797,114464462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr14,29894197,29895582	0.0	0.0	0.0	0.0	0.0	28.96347	0.0	9.71619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51734	21.95724
hg19,chr18,76517730,76518836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr18,75467090,75468311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.01654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,59161996,59164461	0.0	0.0	0.0	0.0	0.0	7.05879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,66924703,66926115	0.0	0.0	8.34823	0.0	7.3048	0.0	0.0	0.0	0.0	12.68306	0.0	0.0	0.0	0.0	5.20694	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,88535719,88538390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,59102071,59103380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.48403	66.38775
hg19,chr1,88577535,88578821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr14,29911320,29912514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,164604141,164605474	8.86481	0.0	44.36398	7.9404	10.42197	13.405	0.0	6.28503	6.26768	33.14636	0.0	0.0	0.0	0.0	5.88506	0.0	15.41569	0.0	0.0	10.09361	10.93785	25.20508
hg19,chr3,147802357,147803586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.38768	0.0	0.0	0.0	0.0	0.0	12.04731	0.0
hg19,chr2,59896819,59898978	0.0	0.0	0.0	0.0	6.66635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr20,21488551,21490021	0.0	0.0	0.0	0.0	8.6842	4.81782	46.68494	169.5818	0.0	6.38087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,66749539,66750931	5.03395	0.0	7.51571	0.0	0.0	29.43061	0.0	0.0	0.0	12.41912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1988
hg19,chr2,213141079,213142308	0.0	0.0	0.0	0.0	0.0	9.43254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.7421	0.0	0.0	6.58441	0.0	0.0
hg19,chr5,158017768,158019067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.73852	0.0	0.0	0.0	28.69651	0.0	12.74414	0.0	29.73452	14.40655	10.71446	27.25027	8.97251	9.22549
hg19,chr2,59894793,59896957	0.0	0.0	0.0	0.0	6.66635	0.0	0.0	0.0	12.64799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,66762515,66765088	0.0	0.0	4.22805	0.0	6.54815	221.9959	0.0	65.39407	0.0	8.05011	0.0	0.0	0.0	0.0	10.68761	0.0	11.61853	61.88335	16.86154	10.06544	8.28062	13.21471
hg19,chr9,83122286,83123599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,103538361,103539868	0.0	0.0	15.49497	0.0	0.0	0.0	0.0	0.0	0.0	6.93513	0.0	0.0	0.0	0.0	4.46552	0.0	0.0	0.0	0.0	0.0	18.25631	0.0
hg19,chr7,42252831,42254560	0.0	0.0	18.04332	0.0	4.52568	0.0	0.0	0.0	0.0	8.37826	0.0	0.0	18.18607	0.0	0.0	0.0	0.0	4.01563	7.58018	0.0	8.05968	0.0
hg19,chr3,70701489,70702904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,114292900,114293972	5.79359	0.0	0.0	0.0	0.0	118.77966	0.0	38.76914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54716	13.07629	30.68491	0.0	0.0	0.0	0.0
hg19,chr1,88646698,88648145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,88065041,88066530	0.0	0.0	0.0	0.0	0.0	14.37406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16951	0.0	0.0	0.0	14.56187	18.11795
hg19,chr14,57430887,57432346	0.0	0.0	0.0	0.0	12.33351	0.0	0.0	0.0	0.0	11.67022	0.0	0.0	0.0	0.0	7.4865	0.0	0.0	0.0	5.13523	0.0	25.60173	0.0
hg19,chr6,98212329,98214701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr10,119313709,119314860	0.0	0.0	7.68972	0.0	0.0	0.0	0.0	0.0	0.0	19.50264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.60389	26.0697
hg19,chr5,92536353,92537380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,21239775,21240922	0.0	0.0	0.0	0.0	0.0	100.75998	0.0	0.0	0.0	0.0	4.27129	0.0	0.0	0.0	0.0	0.0	5.11695	0.0	0.0	6.40384	4.67297	0.0
hg19,chr3,147651676,147653436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.80512	0.0	8.54846	0.0	0.0	0.0	21.00957	0.0	7.95273	0.0
hg19,chr6,41380559,41381515	2.69418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36911	12.61796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.33319	0.0
hg19,chr7,21080801,21082086	0.0	0.0	0.0	0.0	9.19611	13.56109	28.1803	77.0847	4.62197	9.69799	0.0	0.0	114.02737	0.0	8.21812	0.0	11.0033	0.0	61.37039	10.48577	15.66449	0.0
hg19,chr5,91271776,91272886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8906	0.0	0.0	0.0	0.0	0.0	14.2389	9.33468
hg19,chr9,83711693,83712782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.16773	0.0	0.0	8.36002	0.0	0.0
hg19,chr2,66397542,66398943	0.0	0.0	0.0	0.0	0.0	25.97059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.87542	4.43847	0.0	5.17208	6.39565	0.0
hg19,chr1,164197827,164199172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.16773	0.0	0.0	9.38432	0.0	0.0
hg19,chr3,71026229,71026764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,58891096,58892548	0.0	0.0	0.0	0.0	0.0	10.39295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr6,98504034,98506058	0.0	0.0	0.0	0.0	8.65291	183.09189	0.0	13.1636	0.0	0.0	0.0	0.0	0.0	0.0	6.46388	0.0	29.11854	0.0	0.0	17.2613	7.30674	0.0
hg19,chr20,39347264,39348213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,164620038,164621164	0.0	0.0	39.97148	0.0	4.23906	8.9808	0.0	0.0	0.0	23.08629	0.0	0.0	0.0	0.0	12.24813	0.0	27.07809	0.0	0.0	25.32077	13.5225	21.05766
hg19,chr10,119589659,119591176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82979	0.0	0.0	7.96981	0.0	0.0	0.0	0.0	0.0	11.00496	5.56899	17.33916	16.47784
hg19,chr20,38580899,38582010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr8,64564272,64565973	0.0	0.0	4.22279	0.0	0.0	8.88242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.19051	0.0	14.56604	23.74895	4.2367	14.38216	15.2646	0.0
hg19,chr4,80430584,80431224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,80426144,80427098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr16,10319829,10320876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.46887	0.0	0.0	6.99773	14.1609	10.85073
hg19,chr2,237165066,237166143	0.0	0.0	5.10963	0.0	0.0	0.0	0.0	0.0	0.0	9.00093	0.0	0.0	0.0	0.0	17.25013	0.0	8.37261	0.0	0.0	7.96783	0.0	0.0
hg19,chr2,67052101,67052901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.58474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,186035364,186036499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr13,112268067,112269088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,12899030,12900803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,12950899,12952450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92188	0.0	0.0	0.0	0.0
hg19,chr4,13126482,13127376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr3,157775742,157778000	0.0	0.0	0.0	0.0	0.0	94.81699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5975	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr6,10407432,10410045	0.0	0.0	5.88152	0.0	0.0	29.46881	0.0	0.0	45.38501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr2,199226864,199228567	0.0	0.0	0.0	0.0	0.0	13.40337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr3,158009522,158010836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,218222277,218224086	0.0	0.0	0.0	0.0	6.66635	8.3058	0.0	6.73474	0.0	6.58474	0.0	0.0	0.0	0.0	0.0	0.0	28.87996	0.0	0.0	20.48776	16.65299	31.33043
hg19,chr5,174160174,174161834	4.45529	0.0	0.0	0.0	19.04539	0.0	0.0	0.0	24.11013	9.87193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,218207432,218208498	0.0	0.0	0.0	0.0	9.07851	6.51167	26.86207	0.0	0.0	9.22816	0.0	0.0	18.43109	0.0	7.85096	0.0	0.0	0.0	8.66654	0.0	0.0	0.0
hg19,chr9,98257859,98259405	0.0	0.0	7.01378	0.0	12.93366	84.80066	22.38456	16.59315	0.0	14.38052	0.0	0.0	14.88205	0.0	0.0	0.0	15.65349	0.0	0.0	11.83538	38.17267	31.59103
hg19,chr7,155547616,155548788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.86621	0.0	0.0	9.7749	0.0
hg19,chr22,28238313,28239718	3.77675	0.0	3.32753	0.0	6.42588	5.01499	0.0	0.0	18.10828	22.39026	0.0	0.0	0.0	0.0	7.19399	0.0	0.0	21.10636	0.0	0.0	48.74795	69.36118
hg19,chr2,19774115,19776218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.23027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.09678	25.1494	0.0	22.1658	0.0	0.0
hg19,chr2,19740634,19741760	0.0	0.0	0.0	0.0	0.0	8.49603	0.0	0.0	10.86229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr20,10793183,10794439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr3,189233649,189234301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11722	0.0	0.0	9.21517	22.19156
hg19,chr2,19578175,19579415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr14,89814702,89816977	6.46196	9.51411	96.66698	0.0	0.0	22.05621	0.0	81.71744	5.00433	13.84805	0.0	0.0	0.0	0.0	11.99333	0.0	24.72567	0.0	0.0	18.62585	114.34473	98.48984
hg19,chr16,52468529,52471762	0.0	0.0	8.47581	0.0	2.93047	63.49424	75.20842	177.96634	0.0	14.65092	0.0	0.0	0.0	0.0	5.25827	0.0	18.52779	7.92188	9.10403	24.48376	41.22882	44.93509
hg19,chr11,16423269,16426037	5.18149	0.0	14.61639	0.0	5.47119	11.78086	42.82017	27.50677	0.0	24.07519	0.0	0.0	22.38619	0.0	6.07691	0.0	5.03323	0.0	15.96109	6.40384	25.86516	33.29757
hg19,chr6,112822313,112826325	0.0	0.0	19.04359	15.45416	14.87968	180.51083	80.3838	142.29933	23.24684	6.89206	0.0	0.0	58.08519	0.0	7.67335	0.0	4.38776	50.38754	21.00957	5.52168	47.68645	25.89654
